,M
58782,402
58783,141
58784,216
58785,789
58786,1174
58787,1390
58788,1476
58789,1401
58790,1237
58791,1255
58792,1744
58793,2127
58794,2326
58795,2617
58796,2360
58797,1932
58798,1403
58799,1133
58800,1194
58801,1181
58802,1328
58803,1377
58804,1411
58805,1109
58806,845
58807,798
58808,849
58809,1153
58810,1444
58811,1649
58812,1475
58813,1201
58814,1339
58815,896
58816,685
58817,908
58818,822
58819,731
58820,528
58821,-12
58822,-623
58823,-921
58824,-1208
58825,-1243
58826,-1346
58827,-1356
58828,-1158
58829,-1176
58830,-1505
58831,-1663
58832,-1560
58833,-1336
58834,-1089
58835,-871
58836,-903
58837,-1332
58838,-1717
58839,-2026
58840,-2153
58841,-2073
58842,-1961
58843,-1855
58844,-2094
58845,-2263
58846,-2316
58847,-2423
58848,-2000
58849,-1749
58850,-1586
58851,-1259
58852,-1090
58853,-1024
58854,-814
58855,-811
58856,-546
58857,-178
58858,-86
58859,76
58860,-185
58861,-243
58862,-70
58863,11
58864,95
58865,248
58866,510
58867,775
58868,844
58869,803
58870,440
58871,457
58872,563
58873,621
58874,699
58875,833
58876,683
58877,558
58878,850
58879,825
58880,1196
58881,1502
58882,1416
58883,1614
58884,1462
58885,1216
58886,1463
58887,1606
58888,1552
58889,1439
58890,1294
58891,1180
58892,810
58893,284
58894,260
58895,277
58896,187
58897,606
58898,573
58899,548
58900,397
58901,393
58902,562
58903,708
58904,1097
58905,1477
58906,1583
58907,1060
58908,799
58909,381
58910,-62
58911,-149
58912,-5
58913,-152
58914,-128
58915,-245
58916,-572
58917,-576
58918,-652
58919,-512
58920,-203
58921,58
58922,484
58923,867
58924,816
58925,776
58926,814
58927,1094
58928,1379
58929,1718
58930,1724
58931,1748
58932,1666
58933,1368
58934,1685
58935,1861
58936,1744
58937,1861
58938,2017
58939,2159
58940,2021
58941,1900
58942,2009
58943,2268
58944,2771
58945,3262
58946,3369
58947,3599
58948,3824
58949,3841
58950,4148
58951,4485
58952,4582
58953,4880
58954,5075
58955,5357
58956,5412
58957,5481
58958,6028
58959,6452
58960,6612
58961,6379
58962,6236
58963,6321
58964,6054
58965,6103
58966,7607
58967,11086
58968,14612
58969,16887
58970,17712
58971,16897
58972,15055
58973,12555
58974,9762
58975,6922
58976,4097
58977,1281
58978,-1373
58979,-4019
58980,-6650
58981,-9263
58982,-11958
58983,-14806
58984,-18081
58985,-22478
58986,-28621
58987,-32768
58988,-32766
58989,-32767
58990,-32768
58991,-32766
58992,-32768
58993,-32764
58994,-32768
58995,-32761
58996,-32768
58997,-32536
58998,-30943
58999,-27484
59000,-23662
59001,-19250
59002,-14464
59003,-9449
59004,-4180
59005,766
59006,5527
59007,9952
59008,13474
59009,16240
59010,18228
59011,19323
59012,19657
59013,19469
59014,18926
59015,18152
59016,17270
59017,16499
59018,15937
59019,15404
59020,15544
59021,15704
59022,15898
59023,16130
59024,16180
59025,16131
59026,15485
59027,14563
59028,13484
59029,12152
59030,10713
59031,9278
59032,7945
59033,6374
59034,4586
59035,3016
59036,1640
59037,623
59038,-229
59039,-1035
59040,-1790
59041,-2448
59042,-3113
59043,-3791
59044,-4267
59045,-4957
59046,-5313
59047,-5503
59048,-6142
59049,-6881
59050,-7332
59051,-7487
59052,-7537
59053,-7362
59054,-6917
59055,-6280
59056,-5531
59057,-4550
59058,-3548
59059,-2439
59060,-1328
59061,-159
59062,1184
59063,2501
59064,3701
59065,4775
59066,5284
59067,5949
59068,6632
59069,7234
59070,8206
59071,8339
59072,8601
59073,8710
59074,8648
59075,8755
59076,8586
59077,8475
59078,8185
59079,7917
59080,7153
59081,6342
59082,5935
59083,5334
59084,4265
59085,2994
59086,2036
59087,1850
59088,1547
59089,682
59090,-867
59091,-2017
59092,-2123
59093,-2227
59094,-2762
59095,-3520
59096,-4161
59097,-4335
59098,-4339
59099,-4258
59100,-4627
59101,-5048
59102,-4835
59103,-5139
59104,-5472
59105,-5392
59106,-5527
59107,-5557
59108,-5488
59109,-5412
59110,-5291
59111,-5394
59112,-5266
59113,-4843
59114,-4542
59115,-4425
59116,-4087
59117,-3869
59118,-3616
59119,-3232
59120,-2986
59121,-3033
59122,-2825
59123,-2572
59124,-2133
59125,-1288
59126,-1011
59127,-774
59128,-258
59129,-52
59130,415
59131,864
59132,1039
59133,1262
59134,1477
59135,1567
59136,1550
59137,1496
59138,1199
59139,1055
59140,1049
59141,565
59142,640
59143,1006
59144,447
59145,297
59146,425
59147,153
59148,357
59149,541
59150,566
59151,541
59152,260
59153,215
59154,134
59155,150
59156,437
59157,624
59158,727
59159,766
59160,641
59161,433
59162,172
59163,210
59164,460
59165,378
59166,398
59167,550
59168,656
59169,764
59170,965
59171,1428
59172,1789
59173,2357
59174,2878
59175,3154
59176,3396
59177,3701
59178,3983
59179,4363
59180,4480
59181,4473
59182,4717
59183,4760
59184,4536
59185,4407
59186,4290
59187,3915
59188,3860
59189,4116
59190,4179
59191,4103
59192,4143
59193,4334
59194,4247
59195,3925
59196,3776
59197,3594
59198,3478
59199,3213
59200,2724
59201,2302
59202,1687
59203,909
59204,409
59205,49
59206,-353
59207,-659
59208,-1058
59209,-1318
59210,-1729
59211,-1981
59212,-1978
59213,-2035
59214,-1942
59215,-1922
59216,-2295
59217,-2598
59218,-2833
59219,-3131
59220,-3340
59221,-3453
59222,-3289
59223,-3462
59224,-3426
59225,-3187
59226,-3197
59227,-3187
59228,-3032
59229,-2877
59230,-2723
59231,-2767
59232,-2662
59233,-2288
59234,-2135
59235,-2019
59236,-2061
59237,-1681
59238,-1713
59239,-1591
59240,-1219
59241,-1275
59242,-960
59243,-755
59244,-634
59245,-708
59246,-619
59247,-559
59248,-390
59249,-194
59250,-93
59251,18
59252,248
59253,385
59254,126
59255,66
59256,79
59257,96
59258,329
59259,412
59260,472
59261,458
59262,643
59263,959
59264,1153
59265,1521
59266,1691
59267,1868
59268,1713
59269,1622
59270,1708
59271,1683
59272,1833
59273,1860
59274,1863
59275,1736
59276,1437
59277,1540
59278,1517
59279,1202
59280,1288
59281,1527
59282,1303
59283,1142
59284,1215
59285,1071
59286,917
59287,955
59288,816
59289,800
59290,794
59291,493
59292,288
59293,337
59294,134
59295,-23
59296,-34
59297,-127
59298,164
59299,113
59300,-214
59301,-304
59302,-667
59303,-667
59304,-699
59305,-847
59306,-754
59307,-560
59308,-495
59309,-510
59310,-346
59311,-446
59312,-326
59313,35
59314,237
59315,33
59316,-231
59317,-117
59318,-299
59319,-536
59320,-620
59321,-796
59322,-1192
59323,-1435
59324,-1587
59325,-1861
59326,-2033
59327,-2062
59328,-2116
59329,-2159
59330,-2064
59331,-2144
59332,-1783
59333,-1550
59334,-1646
59335,-1138
59336,-966
59337,-1042
59338,-959
59339,-850
59340,-1097
59341,-1367
59342,-1310
59343,-1283
59344,-1284
59345,-1439
59346,-1709
59347,-1701
59348,-1725
59349,-1683
59350,-1636
59351,-1591
59352,-1414
59353,-1245
59354,-1117
59355,-1137
59356,-1107
59357,-1053
59358,-925
59359,-534
59360,-445
59361,-601
59362,-432
59363,-183
59364,-238
59365,-170
59366,80
59367,241
59368,381
59369,375
59370,173
59371,-4
59372,23
59373,-184
59374,-385
59375,-36
59376,16
59377,-198
59378,-134
59379,-190
59380,-184
59381,-172
59382,-11
59383,36
59384,135
59385,412
59386,540
59387,974
59388,1157
59389,1013
59390,1320
59391,1441
59392,1358
59393,1495
59394,1473
59395,1183
59396,1033
59397,1046
59398,1121
59399,1248
59400,1196
59401,1074
59402,1234
59403,1178
59404,1226
59405,1441
59406,1407
59407,1324
59408,1383
59409,1484
59410,1508
59411,1253
59412,1173
59413,1252
59414,984
59415,828
59416,664
59417,588
59418,278
59419,384
59420,695
59421,398
59422,426
59423,451
59424,611
59425,598
59426,670
59427,754
59428,808
59429,1360
59430,1421
59431,1025
59432,1114
59433,931
59434,866
59435,992
59436,825
59437,696
59438,399
59439,62
59440,-158
59441,-129
59442,-182
59443,-418
59444,-393
59445,-440
59446,-613
59447,-619
59448,-570
59449,-493
59450,-382
59451,-357
59452,70
59453,373
59454,83
59455,-80
59456,-15
59457,32
59458,34
59459,229
59460,545
59461,390
59462,402
59463,542
59464,308
59465,135
59466,-93
59467,-331
59468,-267
59469,-115
59470,-426
59471,-435
59472,-191
59473,-276
59474,-151
59475,35
59476,52
59477,225
59478,571
59479,544
59480,402
59481,231
59482,3
59483,-81
59484,-214
59485,-454
59486,-788
59487,-1022
59488,-1235
59489,-1438
59490,-1593
59491,-1909
59492,-2018
59493,-1972
59494,-1811
59495,-1703
59496,-1558
59497,-1283
59498,-1279
59499,-1234
59500,-1267
59501,-1181
59502,-905
59503,-942
59504,-1051
59505,-1031
59506,-1137
59507,-1115
59508,-1031
59509,-1192
59510,-1250
59511,-1206
59512,-1330
59513,-1551
59514,-1571
59515,-1475
59516,-1403
59517,-1232
59518,-1044
59519,-878
59520,-804
59521,-667
59522,-484
59523,-366
59524,-415
59525,-261
59526,-98
59527,11
59528,136
59529,241
59530,383
59531,360
59532,226
59533,485
59534,550
59535,503
59536,669
59537,434
59538,196
59539,125
59540,-200
59541,-397
59542,-429
59543,-840
59544,-877
59545,-970
59546,-1341
59547,-1193
59548,-1301
59549,-1230
59550,-1089
59551,-1334
59552,-1162
59553,-1138
59554,-1430
59555,-1589
59556,-1817
59557,-1776
59558,-1571
59559,-1549
59560,-1236
59561,-1317
59562,-1339
59563,-890
59564,-885
59565,-670
59566,-444
59567,-524
59568,-364
59569,-247
59570,-286
59571,-503
59572,-620
59573,-649
59574,-966
59575,-1108
59576,-1035
59577,-1199
59578,-1227
59579,-777
59580,-761
59581,-762
59582,-614
59583,-482
59584,-109
59585,228
59586,481
59587,704
59588,1101
59589,1019
59590,1146
59591,1509
59592,1387
59593,1377
59594,1520
59595,1662
59596,1652
59597,1810
59598,1888
59599,1816
59600,1680
59601,1458
59602,1409
59603,1270
59604,1161
59605,1233
59606,1051
59607,1008
59608,1010
59609,958
59610,1093
59611,1167
59612,1145
59613,1119
59614,1219
59615,1186
59616,1494
59617,1726
59618,1594
59619,1689
59620,1457
59621,1010
59622,649
59623,275
59624,-104
59625,-387
59626,-338
59627,-211
59628,-178
59629,-260
59630,66
59631,485
59632,595
59633,772
59634,870
59635,985
59636,793
59637,694
59638,676
59639,238
59640,20
59641,-63
59642,23
59643,101
59644,263
59645,390
59646,358
59647,271
59648,435
59649,849
59650,1317
59651,1564
59652,1313
59653,1514
59654,1276
59655,469
59656,399
59657,240
59658,-269
59659,-140
59660,-8
59661,-189
59662,-343
59663,-208
59664,-66
59665,196
59666,343
59667,501
59668,745
59669,894
59670,831
59671,659
59672,491
59673,-74
59674,-130
59675,-248
59676,-590
59677,-411
59678,-488
59679,-187
59680,131
59681,315
59682,814
59683,825
59684,556
59685,344
59686,54
59687,9
59688,-324
59689,-750
59690,-687
59691,-883
59692,-745
59693,-447
59694,-513
59695,-447
59696,-151
59697,348
59698,366
59699,85
59700,-251
59701,-770
59702,-889
59703,-870
59704,-968
59705,-777
59706,-369
59707,-105
59708,495
59709,943
59710,1009
59711,1232
59712,860
59713,398
59714,11
59715,-346
59716,-336
59717,-277
59718,134
59719,545
59720,628
59721,620
59722,572
59723,325
59724,345
59725,-67
59726,-394
59727,-60
59728,-652
59729,-899
59730,-784
59731,-1177
59732,-1267
59733,-1222
59734,-949
59735,-833
59736,-676
59737,-161
59738,90
59739,353
59740,627
59741,713
59742,461
59743,246
59744,83
59745,144
59746,456
59747,581
59748,688
59749,907
59750,1031
59751,1175
59752,1716
59753,2040
59754,2146
59755,1783
59756,1527
59757,1235
59758,1006
59759,906
59760,748
59761,712
59762,156
59763,55
59764,124
59765,205
59766,472
59767,607
59768,793
59769,925
59770,931
59771,965
59772,804
59773,705
59774,785
59775,691
59776,338
59777,-118
59778,-242
59779,-471
59780,-879
59781,-1077
59782,-1010
59783,-795
59784,-934
59785,-764
59786,-549
59787,-681
59788,-737
59789,-1348
59790,-1790
59791,-1813
59792,-1658
59793,-1558
59794,-1613
59795,-1381
59796,-1115
59797,-767
59798,-294
59799,-222
59800,-242
59801,-675
59802,-990
59803,-1270
59804,-1389
59805,-1472
59806,-1778
59807,-1809
59808,-1632
59809,-1768
59810,-1784
59811,-1805
59812,-1617
59813,-1356
59814,-1420
59815,-1257
59816,-1267
59817,-1295
59818,-938
59819,-571
59820,-51
59821,207
59822,496
59823,904
59824,722
59825,463
59826,-103
59827,-736
59828,-1265
59829,-1680
59830,-1835
59831,-1891
59832,-1449
59833,-896
59834,-461
59835,140
59836,434
59837,704
59838,1210
59839,1675
59840,1845
59841,2168
59842,2135
59843,1485
59844,1151
59845,857
59846,439
59847,226
59848,320
59849,-47
59850,-361
59851,-690
59852,-682
59853,-245
59854,290
59855,571
59856,1105
59857,1843
59858,1624
59859,1402
59860,1338
59861,832
59862,407
59863,72
59864,-150
59865,-350
59866,-571
59867,-399
59868,-61
59869,-173
59870,-175
59871,-231
59872,-402
59873,-281
59874,-112
59875,55
59876,520
59877,840
59878,951
59879,1244
59880,1293
59881,915
59882,888
59883,496
59884,16
59885,197
59886,378
59887,944
59888,1167
59889,946
59890,938
59891,864
59892,899
59893,1079
59894,1209
59895,1020
59896,668
59897,582
59898,271
59899,-128
59900,-321
59901,-184
59902,-197
59903,-464
59904,-193
59905,-278
59906,-286
59907,197
59908,467
59909,602
59910,704
59911,947
59912,967
59913,1111
59914,1216
59915,1203
59916,1293
59917,1165
59918,1364
59919,1288
59920,846
59921,440
59922,157
59923,134
59924,-46
59925,-351
59926,-17
59927,262
59928,455
59929,855
59930,606
59931,361
59932,308
59933,363
59934,435
59935,-153
59936,-693
59937,-842
59938,-1191
59939,-1391
59940,-1084
59941,-779
59942,-623
59943,-408
59944,-648
59945,-1141
59946,-1519
59947,-1260
59948,-731
59949,-272
59950,-112
59951,-245
59952,72
59953,285
59954,168
59955,141
59956,-145
59957,-157
59958,-375
59959,-816
59960,-1083
59961,-1467
59962,-1660
59963,-1420
59964,-956
59965,-609
59966,123
59967,816
59968,1500
59969,2174
59970,2302
59971,2309
59972,2176
59973,1639
59974,1460
59975,947
59976,67
59977,-494
59978,-1098
59979,-1814
59980,-1755
59981,-1682
59982,-1559
59983,-767
59984,-39
59985,894
59986,1670
59987,1800
59988,1553
59989,561
59990,-765
59991,-1858
59992,-2514
59993,-2864
59994,-3242
59995,-3275
59996,-3262
59997,-3249
59998,-3010
59999,-2666
60000,-2457
60001,-2365
60002,-1712
60003,-836
60004,-703
60005,-874
60006,-1420
60007,-1882
60008,-2106
60009,-2192
60010,-1494
60011,-1093
60012,-2036
60013,-2990
60014,-2793
60015,-2519
60016,-2745
60017,-2457
60018,-2053
60019,-1646
60020,-1126
60021,-1035
60022,-1133
60023,-645
60024,45
60025,458
60026,655
60027,495
60028,-66
60029,-552
60030,-685
60031,-919
60032,-1081
60033,-1258
60034,-1588
60035,-1232
60036,-536
60037,208
60038,678
60039,783
60040,820
60041,451
60042,255
60043,484
60044,760
60045,1200
60046,1490
60047,1824
60048,2149
60049,2359
60050,2529
60051,2741
60052,2788
60053,2427
60054,2075
60055,1880
60056,2138
60057,2266
60058,1938
60059,1855
60060,1672
60061,1836
60062,1891
60063,1766
60064,2345
60065,2835
60066,2924
60067,2755
60068,2309
60069,1731
60070,947
60071,131
60072,-156
60073,-530
60074,-810
60075,-1079
60076,-1128
60077,-1117
60078,-1265
60079,-1240
60080,-1478
60081,-2047
60082,-2522
60083,-2955
60084,-3453
60085,-4193
60086,-5012
60087,-5205
60088,-5049
60089,-5416
60090,-5524
60091,-5197
60092,-4937
60093,-4782
60094,-5052
60095,-5337
60096,-5878
60097,-6103
60098,-5910
60099,-5986
60100,-5950
60101,-6329
60102,-6852
60103,-7481
60104,-7398
60105,-6874
60106,-6699
60107,-6253
60108,-5811
60109,-5288
60110,-4653
60111,-4612
60112,-4629
60113,-4917
60114,-5202
60115,-5204
60116,-5450
60117,-5810
60118,-6354
60119,-6644
60120,-6820
60121,-6603
60122,-5714
60123,-4891
60124,-3841
60125,-3092
60126,-2798
60127,-2603
60128,-2623
60129,-2796
60130,-3620
60131,-4451
60132,-4676
60133,-4851
60134,-4810
60135,-4678
60136,-4792
60137,-3767
60138,-1685
60139,586
60140,2305
60141,3818
60142,6204
60143,8889
60144,12486
60145,16478
60146,20309
60147,24256
60148,27682
60149,30682
60150,32642
60151,32646
60152,32420
60153,32487
60154,32437
60155,32386
60156,32381
60157,32328
60158,32308
60159,32270
60160,32238
60161,32180
60162,31409
60163,27623
60164,20625
60165,13705
60166,6719
60167,-411
60168,-6522
60169,-12913
60170,-19492
60171,-25590
60172,-30802
60173,-32766
60174,-32767
60175,-32766
60176,-32768
60177,-32766
60178,-32766
60179,-32767
60180,-32627
60181,-31529
60182,-29139
60183,-27235
60184,-25288
60185,-23357
60186,-22053
60187,-19954
60188,-17335
60189,-14573
60190,-11927
60191,-9543
60192,-7160
60193,-4768
